field,n_syn,n_fm,n_syn_matched,pct_syn_with_fm,pct_fm_with_syn,pct_pixel_overlap
1,375,394,290,77.33,76.4,68.57
2,372,378,315,84.68,85.19,77.11
3,420,461,326,77.62,71.37,69.03
4,394,433,324,82.23,75.98,76.91
5,364,397,279,76.65,71.03,69.24
6,378,425,291,76.98,69.18,66.49
7,428,448,338,78.97,76.79,70.56
8,438,423,340,77.63,80.14,67.68
9,358,398,287,80.17,73.12,73.32
10,428,439,335,78.27,76.99,70.73
11,383,401,276,72.06,69.08,64.28
