,ID,condition,coords
e4038,e4038,e,"[[761 157]
 [767 165]
 [774 171]
 [780 176]
 [788 182]
 [799 192]
 [811 196]
 [824 198]]"
e185,e185,e,"[[646 510]
 [634 492]
 [630 468]
 [627 443]
 [631 419]]"
e4020a,e4020a,e,"[[567 602]
 [593 583]
 [608 575]
 [634 565]
 [657 560]
 [663 559]]"
e4010,e4010,e,"[[581 689]
 [619 694]
 [645 697]
 [665 699]
 [693 699]]"
e197,e197,e,"[[681 440]
 [649 476]
 [627 509]
 [581 600]
 [564 619]]"
e320,e320,e,"[[599 477]
 [610 473]
 [667 440]
 [697 413]
 [697 403]]"
d2093,d2093,d,"[[677 433]
 [715 463]
 [736 476]
 [754 499]
 [763 505]
 [791 541]
 [805 550]]"
v480,v480,v,"[[454 347]
 [457 363]
 [471 404]
 [479 422]]"
v23,v23,v,"[[627 400]
 [636 403]
 [649 404]
 [657 404]
 [662 405]
 [670 406]
 [680 406]
 [686 407]
 [691 411]
 [697 413]
 [703 414]
 [707 416]
 [713 420]
 [717 422]]"
v40,v40,v,"[[1144  868]
 [1146  886]
 [1146  895]
 [1147  899]
 [1148  906]
 [1148  910]
 [1149  918]
 [1150  931]]"
e4052a,e4052a,e,"[[424 375]
 [448 370]
 [468 370]
 [490 370]
 [499 372]
 [515 380]]"
e2,e2,e,"[[687 706]
 [695 703]
 [700 702]
 [707 698]
 [709 697]
 [712 695]
 [717 692]
 [721 690]
 [727 688]
 [733 688]
 [736 686]
 [744 682]
 [752 676]
 [760 668]
 [763 664]
 [766 660]
 [769 658]
 [771 657]
 [774 656]
 [775 653]
 [778 650]
 [782 648]]"
d469,d469,d,"[[623 469]
 [621 482]
 [605 505]
 [574 534]
 [556 548]
 [548 553]
 [544 554]]"
v1320,v1320,v,"[[533 480]
 [541 484]
 [559 485]
 [578 487]
 [597 490]
 [632 497]
 [650 501]]"
d577,d577,d,"[[513 386]
 [520 413]
 [537 469]
 [542 485]
 [544 495]
 [553 523]
 [571 556]
 [603 607]]"
e140,e140,e,"[[864 796]
 [853 779]
 [850 773]
 [845 763]
 [841 750]
 [842 740]
 [842 721]]"
e298,e298,e,"[[670 422]
 [683 424]
 [697 428]
 [740 447]
 [745 450]]"
e2720,e2720,e,"[[625 542]
 [646 543]
 [673 550]
 [699 549]
 [719 549]
 [729 550]
 [739 552]
 [768 553]]"
e13,e13,e,"[[624 331]
 [623 327]
 [621 308]
 [618 290]
 [617 267]
 [615 248]
 [614 236]
 [613 232]]"
v290a,v290a,v,"[[638 383]
 [655 423]
 [675 457]
 [688 473]]"
v4134,v4134,v,"[[508 562]
 [550 580]
 [578 586]
 [601 588]
 [622 589]
 [642 590]
 [664 589]
 [682 585]
 [695 584]]"
d553,d553,d,"[[512 507]
 [514 521]
 [512 549]
 [509 572]
 [509 586]
 [506 603]
 [504 615]
 [502 629]]"
d522,d522,d,"[[486 583]
 [571 613]
 [600 628]
 [683 643]]"
e29,e29,e,"[[579 562]
 [597 567]
 [608 574]
 [616 582]
 [624 589]
 [628 592]]"
v230,v230,v,"[[689 580]
 [706 604]
 [721 628]
 [731 644]
 [736 653]]"
d541,d541,d,"[[433 478]
 [511 540]
 [534 564]
 [563 590]
 [581 608]
 [597 616]
 [625 618]]"
e176,e176,e,"[[558 424]
 [569 410]
 [587 398]
 [603 391]
 [618 391]
 [639 393]
 [650 397]
 [672 409]
 [677 413]]"
v3,v3,v,"[[376 544]
 [383 552]
 [387 559]
 [393 563]
 [400 572]
 [400 577]
 [406 585]
 [411 591]
 [416 597]]"
d1909,d1909,d,"[[577 493]
 [618 461]
 [667 449]]"
e243a,e243a,e,"[[486 331]
 [488 355]
 [491 367]
 [495 383]
 [501 400]
 [512 422]
 [519 436]
 [526 446]
 [530 453]
 [537 461]
 [542 468]]"
e2730,e2730,e,"[[752 475]
 [747 471]
 [742 467]
 [732 459]
 [724 456]
 [712 450]
 [705 445]
 [694 441]
 [683 434]]"
e35a,e35a,e,"[[578 398]
 [595 408]
 [610 419]
 [623 428]
 [632 434]
 [641 438]
 [648 440]
 [668 450]]"
v1410,v1410,v,"[[699 615]
 [723 579]
 [735 553]
 [756 515]
 [762 491]
 [760 474]]"
e78a,e78a,e,"[[815 470]
 [810 466]
 [796 462]
 [780 454]
 [774 451]]"
e2870,e2870,e,"[[605 449]
 [590 463]
 [579 473]
 [567 490]]"
e4082,e4082,e,"[[645 254]
 [694 275]
 [733 297]
 [757 310]
 [770 317]
 [802 329]]"
v4136,v4136,v,"[[175 583]
 [190 593]
 [206 608]
 [219 622]
 [226 630]
 [232 639]
 [237 650]]"
e178a,e178a,e,"[[982 425]
 [936 450]
 [921 462]
 [904 476]
 [896 489]
 [880 497]
 [876 504]]"
e44,e44,e,"[[751 363]
 [747 355]
 [742 350]
 [735 348]
 [728 347]
 [725 340]
 [718 335]
 [712 332]
 [704 327]
 [698 323]
 [693 321]
 [685 315]
 [681 309]
 [680 306]]"
e178,e178,e,"[[805 574]
 [774 601]
 [757 618]
 [750 627]
 [744 632]
 [739 642]
 [728 657]]"
e218,e218,e,"[[739 314]
 [706 353]
 [692 377]
 [639 438]
 [623 450]
 [613 466]
 [553 540]]"
v1078,v1078,v,"[[440 656]
 [445 658]
 [450 663]
 [460 665]
 [465 666]
 [475 671]
 [478 674]
 [484 679]
 [489 686]
 [491 687]]"
e4059,e4059,e,"[[252 290]
 [253 304]
 [252 311]
 [252 321]
 [248 327]
 [234 356]
 [222 369]
 [208 384]
 [191 393]
 [178 399]
 [170 404]]"
d1001c,d1001c,d,"[[ 465 2699]
 [ 460 2714]
 [ 459 2727]
 [ 452 2736]
 [ 444 2746]
 [ 437 2751]
 [ 429 2755]
 [ 420 2759]]"
v6001,v6001,v,"[[1724 1450]
 [1750 1476]
 [1782 1520]
 [1800 1546]
 [1824 1608]
 [1846 1648]]"
v760,v760,v,"[[686 686]
 [677 681]
 [652 676]
 [628 672]
 [605 666]
 [584 659]
 [562 659]
 [551 649]
 [542 647]
 [530 644]
 [527 643]]"
e4036,e4036,e,"[[518 477]
 [528 474]
 [553 465]
 [563 459]
 [589 445]
 [595 442]]"
v17,v17,v,"[[550 477]
 [561 501]
 [563 514]
 [566 528]
 [567 535]
 [573 549]
 [572 583]]"
v1021,v1021,v,"[[612 708]
 [602 701]
 [592 692]
 [585 686]
 [564 676]
 [539 670]
 [513 663]
 [466 667]]"
e13a,e13a,e,"[[184 642]
 [187 632]
 [188 623]
 [188 612]
 [184 603]
 [182 587]
 [175 577]]"
e195,e195,e,"[[434 317]
 [502 340]
 [532 343]
 [580 328]
 [649 300]]"
e322,e322,e,"[[637 421]
 [627 453]
 [621 531]]"
d139,d139,d,"[[1112  494]
 [1084  492]
 [1057  487]
 [1046  478]
 [1034  472]
 [1010  477]
 [ 992  475]
 [ 978  463]
 [ 969  453]
 [ 950  449]]"
e2270,e2270,e,"[[ 967  414]
 [ 985  412]
 [1008  409]
 [1028  411]
 [1040  412]
 [1049  412]]"
e253,e253,e,"[[560 576]
 [571 577]
 [588 585]
 [628 609]
 [658 626]]"
e330,e330,e,"[[607 428]
 [632 448]
 [699 520]]"
e187,e187,e,"[[640 471]
 [646 483]
 [672 496]
 [684 495]
 [694 504]
 [698 511]]"
e206c,e206c,e,"[[772 666]
 [778 664]
 [795 665]
 [816 663]
 [850 652]]"
v590,v590,v,"[[405 588]
 [416 589]
 [429 591]
 [440 591]
 [448 592]
 [453 594]
 [465 597]
 [472 598]
 [487 599]]"
