,ID,condition,coords
e2,e2,e,"[[681.8333 700.8333]
 [694.1666 695.5   ]
 [708.5    687.5   ]
 [720.1666 683.5   ]
 [730.5    677.5   ]
 [736.5    672.5   ]
 [744.8333 666.8333]
 [754.1666 659.5   ]
 [764.1666 653.8333]
 [771.5    647.1666]
 [778.8333 641.8333]
 [788.1666 635.5   ]]"
d469,d469,d,"[[619.5 465. ]
 [616.  474. ]
 [612.  482.5]
 [605.5 491.5]
 [597.5 501.5]
 [589.5 512.5]
 [577.  523. ]
 [569.  530. ]
 [557.  540. ]
 [539.  552. ]]"
v1320,v1320,v,"[[525.5     492.5    ]
 [532.5     491.16666]
 [544.1667  490.5    ]
 [556.5     490.5    ]
 [569.1667  490.16666]
 [579.1667  491.5    ]
 [588.8333  493.83334]
 [602.8333  495.5    ]
 [611.8333  496.83334]
 [620.5     498.16666]
 [629.5     500.16666]
 [640.8333  503.83334]
 [650.1667  505.5    ]]"
d577,d577,d,"[[501.75    386.5    ]
 [505.5     398.83334]
 [509.16666 418.16666]
 [514.5     431.83334]
 [525.      456.5    ]
 [533.5     485.     ]
 [540.      497.     ]
 [548.      509.5    ]
 [555.      526.     ]
 [566.5     548.8333 ]
 [575.8333  567.5    ]
 [585.8333  582.1667 ]
 [596.5     596.8333 ]
 [605.1667  610.8333 ]]"
e140,e140,e,"[[901.5 824.5]
 [893.  824. ]
 [882.  817. ]
 [873.5 808. ]
 [869.5 798.5]
 [866.  785.5]
 [859.5 778.5]
 [854.  769. ]
 [850.  758.5]
 [848.5 748. ]
 [847.5 734. ]
 [848.  721.5]]"
e298,e298,e,"[[750.5  450.25]
 [740.25 443.5 ]
 [727.   437.25]
 [705.   428.  ]
 [692.5  423.75]
 [683.75 421.25]
 [671.25 419.  ]]"
e2720,e2720,e,"[[615.  549. ]
 [627.5 548.5]
 [642.  549. ]
 [659.  552.5]
 [678.  557. ]
 [693.  559.5]
 [715.5 561. ]
 [732.  559.5]
 [753.  559. ]
 [766.  559. ]
 [781.  557.5]]"
e13,e13,e,"[[609.8333  234.16667]
 [610.1666  242.5    ]
 [611.1666  249.5    ]
 [612.8333  256.83334]
 [613.1666  262.5    ]
 [611.8333  267.83334]
 [613.1666  275.1667 ]
 [612.8333  280.1667 ]
 [613.5     288.5    ]
 [614.1666  296.5    ]
 [615.5     304.1667 ]
 [616.5     314.5    ]
 [618.8333  321.83334]
 [619.8333  330.83334]
 [620.5     336.5    ]]"
v290a,v290a,v,"[[710.  481. ]
 [698.  469. ]
 [686.  457.5]
 [673.  440. ]
 [661.5 420.5]
 [654.5 403. ]
 [649.  390.5]
 [640.5 374.5]]"
v4134,v4134,v,"[[593.  572.5]
 [616.  575. ]
 [635.  576.5]
 [657.5 576.5]
 [676.5 575.5]
 [686.5 573.5]
 [703.  565.5]]"
d553,d553,d,"[[527.8333  507.16666]
 [522.8333  520.5    ]
 [522.8333  531.1666 ]
 [520.5     544.5    ]
 [517.5     559.5    ]
 [516.8333  576.5    ]
 [515.8333  589.8333 ]
 [513.1666  607.1666 ]
 [511.16666 620.8333 ]
 [510.49997 627.5    ]]"
d522,d522,d,"[[501.  599. ]
 [523.  608.5]
 [552.5 618.5]
 [580.  628.5]
 [607.  642. ]
 [640.  645.5]
 [656.  649. ]
 [677.5 653.5]]"
e29,e29,e,"[[633.75 632.75]
 [638.   625.5 ]
 [637.5  617.5 ]
 [629.5  605.75]
 [622.   596.5 ]
 [611.25 586.75]
 [604.25 580.5 ]
 [595.25 574.5 ]
 [583.25 569.25]
 [572.25 565.75]]"
v230,v230,v,"[[763.5 689.5]
 [758.5 679. ]
 [752.5 666.5]
 [745.  650.5]
 [738.  635. ]
 [726.  618.5]
 [716.  604. ]
 [709.  593. ]
 [703.5 583.5]]"
d541,d541,d,"[[618.5 627. ]
 [598.  621.5]
 [584.  617. ]
 [571.  610.5]
 [554.  596. ]
 [543.  586. ]
 [534.  575. ]]"
e176,e176,e,"[[683.25 431.  ]
 [672.   421.  ]
 [662.25 413.  ]
 [649.   408.  ]
 [637.75 402.  ]
 [623.25 398.  ]
 [610.   398.75]
 [597.5  402.  ]
 [588.   406.  ]
 [578.75 411.5 ]
 [561.25 429.25]]"
v3,v3,v,"[[377.25 539.5 ]
 [382.5  546.5 ]
 [388.75 555.  ]
 [396.5  562.5 ]
 [402.   568.75]
 [406.25 577.25]
 [409.5  582.5 ]
 [414.   588.75]
 [418.25 594.25]
 [424.5  600.25]]"
d1909,d1909,d,"[[585.5     480.25   ]
 [596.75    471.25   ]
 [604.75    464.5    ]
 [615.      457.75   ]
 [620.75    455.5    ]
 [631.5     452.75   ]
 [639.1667  451.33334]
 [645.5     448.83334]
 [649.3333  447.66666]]"
e243a,e243a,e,"[[490.5 333.5]
 [491.  349.5]
 [492.  363.5]
 [497.5 380.5]
 [505.  395. ]
 [511.  408.5]
 [517.  421. ]
 [524.5 435. ]
 [534.5 452.5]
 [542.  463.5]
 [551.  473.5]]"
e2730,e2730,e,"[[775.75 479.75]
 [769.   478.25]
 [761.   475.5 ]
 [754.75 471.5 ]
 [746.5  465.25]
 [737.5  458.  ]
 [729.75 453.25]
 [721.   449.  ]
 [711.75 444.75]
 [700.75 439.25]
 [692.5  433.75]
 [686.   428.75]]"
e35a,e35a,e,"[[677.5 449.5]
 [668.5 446.5]
 [659.5 441.5]
 [651.5 438.5]
 [642.5 430.5]
 [634.  426.5]
 [622.  420.5]
 [614.  415. ]
 [603.5 407. ]
 [594.5 402. ]
 [586.5 399. ]
 [578.5 394. ]]"
v1410,v1410,v,"[[760.  463. ]
 [764.  473.5]
 [766.5 486.5]
 [764.5 502. ]
 [760.  517.5]
 [755.5 529.5]
 [746.  545.5]
 [740.  556.5]
 [734.  572.5]
 [727.  582.5]
 [718.  595. ]
 [712.5 602.5]]"
e78a,e78a,e,"[[763.5     436.83334]
 [774.5     445.83334]
 [786.8333  452.1667 ]
 [793.1667  456.1667 ]
 [801.1667  459.5    ]
 [815.1667  463.5    ]]"
e2870,e2870,e,"[[563.   487.25]
 [568.75 481.25]
 [575.25 473.25]
 [582.   463.5 ]
 [589.5  457.  ]
 [597.5  449.75]
 [603.5  446.5 ]]"
e4082,e4082,e,"[[692.  260.5]
 [711.5 274.5]
 [723.5 281.5]
 [749.5 297.5]
 [773.5 308. ]
 [798.5 319. ]]"
v4136,v4136,v,"[[168.5  591.5 ]
 [178.75 596.5 ]
 [189.25 604.25]
 [198.25 611.5 ]
 [207.5  620.25]
 [215.5  629.  ]
 [220.5  639.5 ]
 [229.5  649.75]]"
e178a,e178a,e,"[[1016.   418. ]
 [ 997.   427.5]
 [ 975.5  440.5]
 [ 949.5  458.5]
 [ 931.5  469. ]
 [ 915.   484. ]
 [ 900.5  497.5]
 [ 884.5  514. ]
 [ 873.   517. ]]"
e44,e44,e,"[[759.5     371.83334]
 [755.5     362.83334]
 [749.1667  352.83334]
 [741.1667  346.83334]
 [733.8333  343.83334]
 [729.8333  340.5    ]
 [723.5     335.1667 ]
 [713.5     329.5    ]
 [705.8333  323.1667 ]
 [696.1667  318.1667 ]
 [689.5     312.83334]
 [683.5     306.83334]]"
e178,e178,e,"[[815.1667 575.8333]
 [800.5    591.8333]
 [780.5    608.8333]
 [762.8334 623.8333]
 [752.1667 640.1666]
 [742.5    654.5   ]
 [733.1667 668.1666]
 [726.8334 677.5   ]
 [719.8334 685.8333]]"
e218,e218,e,"[[734.  294.5]
 [717.  319.5]
 [702.  342.5]
 [685.5 369.5]
 [671.5 384.5]
 [657.5 401.5]
 [642.5 420. ]
 [623.5 443. ]
 [608.5 461. ]]"
v1078,v1078,v,"[[518.5     712.5    ]
 [510.5     703.1667 ]
 [504.5     696.8333 ]
 [494.5     691.1667 ]
 [488.16666 687.5    ]
 [483.5     682.5    ]
 [475.5     675.5    ]
 [468.83334 670.8333 ]
 [460.83334 667.1667 ]
 [451.5     665.8333 ]
 [446.16666 663.5    ]
 [443.5     660.1667 ]
 [438.5     657.1667 ]
 [431.16666 654.1667 ]
 [424.5     652.5    ]
 [411.16666 651.8333 ]]"
e4059,e4059,e,"[[261.5 262. ]
 [247.5 274. ]
 [246.5 291. ]
 [247.  313. ]
 [238.  329. ]
 [226.5 345. ]
 [211.5 358.5]
 [201.5 369.5]
 [183.5 382. ]
 [160.5 394.5]]"
d1001c,d1001c,d,"[[ 412.83334 2756.8333 ]
 [ 428.1667  2748.5    ]
 [ 441.1667  2737.8333 ]
 [ 451.5     2726.1665 ]
 [ 455.5     2716.1665 ]
 [ 459.5     2698.5    ]]"
v6001,v6001,v,"[[1862 1690]
 [1840 1657]
 [1822 1633]
 [1805 1601]
 [1796 1579]
 [1790 1560]
 [1778 1540]
 [1760 1516]
 [1749 1498]
 [1730 1476]
 [1717 1460]
 [1706 1435]]"
v760,v760,v,"[[506.5 641. ]
 [527.5 648.5]
 [542.5 653.5]
 [560.5 664. ]
 [573.  666.5]
 [589.5 668.5]
 [608.  674. ]
 [628.5 678. ]
 [652.5 682. ]
 [672.5 685. ]
 [682.  689.5]
 [697.5 694.5]
 [710.5 698.5]
 [727.5 706.5]]"
e4036,e4036,e,"[[519.8333  471.5    ]
 [536.5     462.16666]
 [549.1666  456.5    ]
 [558.8333  452.16666]
 [573.8333  442.5    ]
 [586.1666  435.83334]
 [598.8333  426.83334]]"
v17,v17,v,"[[565.5 603. ]
 [567.5 588.5]
 [567.5 576.5]
 [567.  561.5]
 [567.  551. ]
 [565.5 544.5]
 [562.5 537. ]
 [560.5 527.5]
 [558.  517.5]
 [553.  497.5]
 [549.  487. ]
 [545.  478. ]
 [541.  469. ]]"
v1021,v1021,v,"[[462.83334 674.5    ]
 [475.5     672.8333 ]
 [492.1667  670.1667 ]
 [505.83334 670.5    ]
 [516.1667  671.5    ]
 [534.8334  675.5    ]
 [550.8334  680.5    ]
 [559.8334  682.5    ]
 [573.5     687.5    ]
 [589.1667  698.8333 ]
 [604.1667  713.1667 ]]"
e13a,e13a,e,"[[170.16667 683.1667 ]
 [171.16667 673.1667 ]
 [171.83334 663.5    ]
 [174.83334 656.5    ]
 [177.16667 646.5    ]
 [180.83334 636.5    ]
 [181.83334 627.8334 ]
 [181.16667 618.1667 ]
 [181.16667 609.5    ]
 [178.16667 599.8334 ]
 [178.5     591.8334 ]
 [175.5     585.5    ]
 [173.5     578.8334 ]
 [171.5     573.1667 ]]"
e195,e195,e,"[[647 314]
 [647 313]
 [627 320]
 [614 321]
 [591 330]
 [578 337]
 [555 344]
 [534 349]
 [510 348]
 [488 344]
 [471 337]
 [448 329]
 [433 324]]"
e322,e322,e,"[[630.5 415.5]
 [627.  424.5]
 [628.  435. ]
 [625.  449. ]
 [621.5 461. ]
 [621.5 473. ]
 [620.  485. ]
 [619.  498.5]
 [619.  508.5]
 [617.5 520.5]
 [616.5 530.5]]"
d139,d139,d,"[[1067.5      452.16666]
 [1047.5      449.16666]
 [1023.8333   445.5    ]
 [1005.5      442.5    ]
 [ 987.5      438.8333 ]
 [ 968.8333   433.5    ]
 [ 945.1667   425.8333 ]
 [ 945.3333   425.8333 ]]"
e2270,e2270,e,"[[ 929.5  432.5]
 [ 944.5  426.5]
 [ 963.   420.5]
 [ 977.   418. ]
 [ 993.   416.5]
 [1007.   417.5]
 [1016.   419. ]
 [1035.5  418. ]
 [1052.5  419. ]
 [1064.5  420.5]
 [1069.5  423. ]]"
e253,e253,e,"[[651.  630.5]
 [638.5 624. ]
 [624.5 615. ]
 [609.5 607.5]
 [593.5 598.5]
 [580.5 590.5]
 [562.  581.5]]"
e330,e330,e,"[[611.8333  414.16666]
 [616.8333  423.16666]
 [626.5     432.16666]
 [635.5     439.8333 ]
 [645.1666  449.16666]
 [655.5     461.5    ]
 [665.1666  471.8333 ]
 [674.1666  482.8333 ]
 [686.5     495.5    ]
 [698.1666  505.8333 ]
 [707.8333  517.5    ]
 [716.8333  527.8333 ]]"
e187,e187,e,"[[677.25 503.25]
 [661.75 495.25]
 [650.5  488.  ]
 [638.25 478.  ]
 [636.5  474.75]]"
e206c,e206c,e,"[[754.8333 683.1667]
 [760.1666 678.8334]
 [766.5    675.8334]
 [776.5    672.5   ]
 [787.8333 670.5   ]
 [798.1666 671.5   ]
 [811.5    668.5   ]
 [816.5    665.8334]
 [822.8333 665.8334]
 [831.1666 663.5   ]
 [841.8333 659.1667]
 [850.8333 656.5   ]
 [856.5    652.8334]]"
v590,v590,v,"[[394.  595.5]
 [401.  595.5]
 [408.  593. ]
 [414.  593. ]
 [423.  593.5]
 [431.5 594. ]
 [441.  594. ]
 [453.5 597.5]
 [466.5 602. ]
 [479.5 603. ]
 [490.  603.5]
 [502.  606.5]]"
