field,n_syn,n_fm,n_syn_matched,pct_syn_with_fm,pct_fm_with_syn,pct_pixel_overlap
1,223,174,83,37.22,48.85,30.04
2,281,413,145,51.6,35.59,35.26
3,325,342,140,43.08,42.11,34.29
4,348,343,219,62.93,62.97,58.0
5,224,416,46,20.54,10.82,7.27
6,324,393,161,49.69,40.97,40.06
7,277,235,133,48.01,56.6,41.21
8,344,381,174,50.58,44.62,40.34
9,287,366,150,52.26,40.71,46.07
10,308,366,188,61.04,50.82,47.18
11,291,385,192,65.98,49.61,53.89
12,331,365,216,65.26,59.18,55.04
